Date,Actual_price,Forecasted_Price
2006-02-28 00:00:00,4.43,5.42
2006-03-01 00:00:00,4.52,5.4
2006-03-02 00:00:00,4.51,5.4
2006-03-03 00:00:00,4.49,5.39
2006-03-06 00:00:00,4.37,5.36
2006-03-07 00:00:00,4.28,5.35
2006-03-08 00:00:00,4.27,5.34
2006-03-09 00:00:00,4.32,5.34
2006-03-10 00:00:00,4.38,5.33
2006-03-13 00:00:00,4.4,5.33
2006-03-14 00:00:00,4.39,5.33
2006-03-15 00:00:00,4.46,5.32
2006-03-16 00:00:00,4.5,5.34
2006-03-17 00:00:00,4.48,5.34
2006-03-20 00:00:00,4.57,5.35
2006-03-21 00:00:00,4.55,5.35
2006-03-22 00:00:00,4.64,5.35
2006-03-23 00:00:00,4.56,5.36
2006-03-24 00:00:00,4.53,5.36
2006-03-27 00:00:00,4.57,5.36
2006-03-28 00:00:00,4.6,5.36
2006-03-29 00:00:00,4.7,5.35
2006-03-30 00:00:00,4.75,5.36
2006-03-31 00:00:00,4.87,5.35
2006-04-03 00:00:00,4.88,5.32
2006-04-04 00:00:00,4.9,5.31
2006-04-05 00:00:00,4.79,5.29
2006-04-06 00:00:00,4.72,5.29
2006-04-07 00:00:00,4.74,5.27
2006-04-10 00:00:00,4.69,5.22
2006-04-11 00:00:00,4.71,5.21
2006-04-12 00:00:00,4.7,5.19
2006-04-13 00:00:00,4.69,5.19
2006-04-17 00:00:00,5.3,5.13
2006-04-18 00:00:00,5.23,5.11
2006-04-19 00:00:00,5.12,5.1
2006-04-20 00:00:00,5.17,5.1
2006-04-21 00:00:00,5.09,5.09
2006-04-24 00:00:00,5.01,5.07
2006-04-25 00:00:00,4.93,5.07
2006-04-26 00:00:00,4.95,5.06
2006-04-27 00:00:00,4.72,5.07
2006-04-28 00:00:00,4.92,5.07
2006-05-01 00:00:00,4.88,5.06
2006-05-02 00:00:00,4.88,5.06
2006-05-03 00:00:00,4.95,5.06
2006-05-04 00:00:00,5.06,5.07
2006-05-05 00:00:00,5.14,5.07
2006-05-08 00:00:00,5.11,5.06
2006-05-09 00:00:00,5.15,5.06
2006-05-10 00:00:00,5.07,5.05
2006-05-11 00:00:00,4.91,5.06
2006-05-12 00:00:00,4.82,5.06
2006-05-15 00:00:00,4.76,5.05
2006-05-16 00:00:00,4.79,5.05
2006-05-17 00:00:00,4.66,5.04
2006-05-18 00:00:00,4.51,5.05
2006-05-19 00:00:00,4.62,5.05
2006-05-22 00:00:00,4.38,5.05
2006-05-23 00:00:00,4.39,5.05
2006-05-24 00:00:00,4.29,5.05
2006-05-25 00:00:00,4.52,5.06
2006-05-26 00:00:00,4.47,5.06
2006-05-30 00:00:00,4.36,5.09
2006-05-31 00:00:00,4.41,5.09
2006-06-01 00:00:00,4.45,5.11
2006-06-02 00:00:00,4.46,5.12
2006-06-05 00:00:00,4.29,5.14
2006-06-06 00:00:00,4.37,5.15
2006-06-07 00:00:00,4.33,5.16
2006-06-08 00:00:00,4.23,5.18
2006-06-09 00:00:00,4.3,5.18
2006-06-12 00:00:00,4.17,5.2
2006-06-13 00:00:00,4.11,5.21
2006-06-14 00:00:00,4.12,5.21
2006-06-15 00:00:00,4.35,5.23
2006-06-16 00:00:00,4.4,5.23
2006-06-19 00:00:00,4.41,5.23
2006-06-20 00:00:00,4.42,5.23
2006-06-21 00:00:00,4.51,5.23
2006-06-22 00:00:00,4.48,5.24
2006-06-23 00:00:00,4.49,5.24
2006-06-26 00:00:00,4.42,5.24
2006-06-27 00:00:00,4.44,5.24
2006-06-28 00:00:00,4.54,5.23
2006-06-29 00:00:00,4.69,5.25
2006-06-30 00:00:00,4.78,5.24
2006-07-03 00:00:00,4.91,5.25
2006-07-05 00:00:00,4.8,5.25
2006-07-06 00:00:00,4.88,5.27
2006-07-07 00:00:00,4.78,5.27
2006-07-10 00:00:00,4.86,5.28
2006-07-11 00:00:00,4.88,5.29
2006-07-12 00:00:00,5.12,5.29
2006-07-13 00:00:00,4.93,5.31
2006-07-14 00:00:00,4.91,5.31
2006-07-17 00:00:00,4.8,5.33
2006-07-18 00:00:00,4.93,5.33
2006-07-19 00:00:00,5.07,5.33
2006-07-20 00:00:00,4.88,5.35
2006-07-21 00:00:00,4.77,5.35
2006-07-24 00:00:00,4.92,5.35
2006-07-25 00:00:00,4.94,5.35
2006-07-26 00:00:00,5.04,5.35
2006-07-27 00:00:00,5.04,5.36
2006-07-28 00:00:00,5.2,5.35
2006-07-31 00:00:00,5.14,5.35
2006-08-01 00:00:00,5.03,5.35
2006-08-02 00:00:00,5.2,5.34
2006-08-03 00:00:00,5.28,5.35
2006-08-04 00:00:00,5.19,5.35
2006-08-07 00:00:00,5.12,5.34
2006-08-08 00:00:00,5.14,5.35
2006-08-09 00:00:00,5.04,5.34
2006-08-10 00:00:00,5.16,5.36
2006-08-11 00:00:00,5.18,5.36
2006-08-14 00:00:00,5.23,5.37
2006-08-15 00:00:00,5.46,5.37
2006-08-16 00:00:00,5.52,5.37
2006-08-17 00:00:00,5.44,5.39
2006-08-18 00:00:00,5.48,5.4
2006-08-21 00:00:00,5.51,5.42
2006-08-22 00:00:00,5.57,5.43
2006-08-23 00:00:00,5.44,5.44
2006-08-24 00:00:00,5.42,5.46
2006-08-25 00:00:00,5.39,5.47
2006-08-28 00:00:00,5.48,5.5
2006-08-29 00:00:00,5.62,5.51
2006-08-30 00:00:00,5.62,5.51
2006-08-31 00:00:00,5.61,5.53
2006-09-01 00:00:00,5.61,5.54
2006-09-05 00:00:00,5.74,5.57
2006-09-06 00:00:00,5.56,5.57
2006-09-07 00:00:00,5.54,5.59
2006-09-08 00:00:00,5.56,5.59
2006-09-11 00:00:00,5.51,5.6
2006-09-12 00:00:00,5.76,5.6
2006-09-13 00:00:00,5.82,5.6
2006-09-14 00:00:00,5.83,5.61
2006-09-15 00:00:00,5.86,5.61
2006-09-18 00:00:00,5.83,5.61
2006-09-19 00:00:00,5.75,5.61
2006-09-20 00:00:00,5.91,5.6
2006-09-21 00:00:00,5.85,5.61
2006-09-22 00:00:00,5.76,5.61
2006-09-25 00:00:00,5.89,5.61
2006-09-26 00:00:00,5.93,5.61
2006-09-27 00:00:00,6.03,5.6
2006-09-28 00:00:00,5.99,5.62
2006-09-29 00:00:00,5.97,5.62
2006-10-02 00:00:00,5.93,5.62
2006-10-03 00:00:00,5.96,5.63
2006-10-04 00:00:00,5.94,5.63
2006-10-05 00:00:00,6.0,5.65
2006-10-06 00:00:00,5.91,5.65
2006-10-09 00:00:00,6.15,5.68
2006-10-10 00:00:00,6.19,5.69
2006-10-11 00:00:00,6.22,5.7
2006-10-12 00:00:00,6.43,5.72
2006-10-13 00:00:00,6.5,5.73
2006-10-16 00:00:00,6.51,5.77
2006-10-17 00:00:00,6.45,5.78
2006-10-18 00:00:00,6.38,5.79
2006-10-19 00:00:00,6.39,5.82
2006-10-20 00:00:00,6.34,5.82
2006-10-23 00:00:00,6.31,5.85
2006-10-24 00:00:00,6.43,5.86
2006-10-25 00:00:00,6.41,5.87
2006-10-26 00:00:00,6.53,5.89
2006-10-27 00:00:00,6.43,5.89
2006-10-30 00:00:00,6.5,5.9
2006-10-31 00:00:00,6.51,5.91
2006-11-01 00:00:00,6.44,5.9
2006-11-02 00:00:00,6.44,5.92
2006-11-03 00:00:00,6.36,5.91
2006-11-06 00:00:00,6.46,5.91
2006-11-07 00:00:00,6.53,5.91
2006-11-08 00:00:00,6.53,5.91
2006-11-09 00:00:00,6.7,5.92
2006-11-10 00:00:00,6.69,5.92
2006-11-13 00:00:00,6.9,5.92
2006-11-14 00:00:00,7.06,5.93
2006-11-15 00:00:00,7.06,5.93
2006-11-16 00:00:00,7.04,5.95
2006-11-17 00:00:00,6.88,5.95
2006-11-20 00:00:00,6.91,5.97
2006-11-21 00:00:00,6.68,5.98
2006-11-22 00:00:00,6.77,5.99
2006-11-24 00:00:00,6.7,6.03
2006-11-27 00:00:00,6.5,6.06
2006-11-28 00:00:00,6.56,6.08
2006-11-29 00:00:00,6.66,6.09
2006-11-30 00:00:00,6.69,6.11
2006-12-01 00:00:00,6.62,6.12
2006-12-04 00:00:00,6.8,6.16
2006-12-05 00:00:00,6.89,6.17
2006-12-06 00:00:00,6.83,6.17
2006-12-07 00:00:00,6.83,6.2
2006-12-08 00:00:00,6.88,6.2
2006-12-11 00:00:00,6.8,6.22
2006-12-12 00:00:00,6.74,6.23
2006-12-13 00:00:00,6.75,6.23
2006-12-14 00:00:00,6.9,6.25
2006-12-15 00:00:00,6.84,6.25
2006-12-18 00:00:00,6.7,6.26
2006-12-19 00:00:00,6.69,6.27
2006-12-20 00:00:00,6.59,6.27
2006-12-21 00:00:00,6.69,6.3
2006-12-22 00:00:00,6.62,6.3
2006-12-26 00:00:00,6.79,6.34
2006-12-27 00:00:00,6.84,6.35
2006-12-28 00:00:00,6.88,6.37
2006-12-29 00:00:00,6.82,6.38
2007-01-03 00:00:00,6.98,6.44
2007-01-04 00:00:00,6.93,6.47
2007-01-05 00:00:00,6.89,6.48
2007-01-08 00:00:00,6.88,6.51
2007-01-09 00:00:00,6.82,6.52
2007-01-10 00:00:00,6.78,6.52
2007-01-11 00:00:00,7.03,6.54
2007-01-12 00:00:00,7.26,6.54
2007-01-16 00:00:00,7.17,6.55
2007-01-17 00:00:00,7.18,6.55
2007-01-18 00:00:00,7.01,6.56
2007-01-19 00:00:00,7.02,6.56
2007-01-22 00:00:00,7.09,6.56
2007-01-23 00:00:00,7.2,6.56
2007-01-24 00:00:00,7.29,6.56
2007-01-25 00:00:00,7.1,6.57
2007-01-26 00:00:00,7.13,6.57
2007-01-29 00:00:00,7.16,6.59
2007-01-30 00:00:00,7.2,6.6
2007-01-31 00:00:00,7.25,6.6
2007-02-01 00:00:00,7.34,6.63
2007-02-02 00:00:00,7.37,6.64
2007-02-05 00:00:00,7.38,6.68
2007-02-06 00:00:00,7.35,6.69
2007-02-07 00:00:00,7.57,6.7
2007-02-08 00:00:00,7.56,6.74
2007-02-09 00:00:00,7.43,6.75
2007-02-12 00:00:00,7.38,6.79
2007-02-13 00:00:00,7.18,6.8
2007-02-14 00:00:00,7.4,6.81
2007-02-15 00:00:00,7.45,6.83
2007-02-16 00:00:00,7.48,6.84
2007-02-20 00:00:00,7.56,6.84
2007-02-21 00:00:00,7.48,6.84
2007-02-22 00:00:00,7.4,6.85
2007-02-23 00:00:00,7.21,6.84
2007-02-26 00:00:00,7.15,6.8
2007-02-27 00:00:00,6.69,6.79
2007-02-28 00:00:00,6.78,6.77
2007-03-01 00:00:00,6.79,6.77
2007-03-02 00:00:00,6.64,6.75
2007-03-05 00:00:00,6.43,6.71
2007-03-06 00:00:00,6.71,6.7
2007-03-07 00:00:00,6.57,6.68
2007-03-08 00:00:00,6.76,6.69
2007-03-09 00:00:00,6.76,6.68
2007-03-12 00:00:00,6.79,6.66
2007-03-13 00:00:00,6.51,6.66
2007-03-14 00:00:00,6.46,6.65
2007-03-15 00:00:00,6.48,6.67
2007-03-16 00:00:00,6.4,6.67
2007-03-19 00:00:00,6.55,6.68
2007-03-20 00:00:00,6.6,6.68
2007-03-21 00:00:00,6.76,6.68
2007-03-22 00:00:00,6.68,6.7
2007-03-23 00:00:00,6.6,6.7
2007-03-26 00:00:00,6.61,6.71
2007-03-27 00:00:00,6.46,6.71
2007-03-28 00:00:00,6.31,6.7
2007-03-29 00:00:00,6.27,6.71
2007-03-30 00:00:00,6.28,6.7
2007-04-02 00:00:00,6.23,6.67
2007-04-03 00:00:00,6.46,6.66
2007-04-04 00:00:00,6.51,6.64
2007-04-05 00:00:00,6.48,6.64
2007-04-09 00:00:00,6.57,6.56
2007-04-10 00:00:00,6.51,6.54
2007-04-11 00:00:00,6.5,6.51
2007-04-12 00:00:00,6.69,6.51
2007-04-13 00:00:00,6.87,6.48
2007-04-16 00:00:00,6.97,6.43
2007-04-17 00:00:00,6.98,6.41
2007-04-18 00:00:00,6.84,6.39
2007-04-19 00:00:00,6.72,6.4
2007-04-20 00:00:00,6.78,6.38
2007-04-23 00:00:00,6.7,6.35
2007-04-24 00:00:00,6.63,6.35
2007-04-25 00:00:00,6.7,6.34
2007-04-26 00:00:00,6.64,6.35
2007-04-27 00:00:00,6.6,6.34
2007-04-30 00:00:00,6.54,6.33
2007-05-01 00:00:00,6.68,6.33
2007-05-02 00:00:00,6.71,6.33
2007-05-03 00:00:00,6.72,6.34
2007-05-04 00:00:00,6.74,6.34
2007-05-07 00:00:00,6.49,6.33
2007-05-08 00:00:00,6.41,6.33
2007-05-09 00:00:00,6.5,6.32
2007-05-10 00:00:00,6.4,6.34
2007-05-11 00:00:00,6.51,6.33
2007-05-14 00:00:00,6.43,6.32
2007-05-15 00:00:00,6.41,6.32
2007-05-16 00:00:00,6.43,6.31
2007-05-17 00:00:00,6.39,6.32
2007-05-18 00:00:00,6.3,6.31
2007-05-21 00:00:00,6.25,6.31
2007-05-22 00:00:00,6.26,6.3
2007-05-23 00:00:00,6.18,6.29
2007-05-24 00:00:00,6.07,6.29
2007-05-25 00:00:00,6.24,6.28
2007-05-29 00:00:00,6.2,6.27
2007-05-30 00:00:00,6.16,6.26
2007-05-31 00:00:00,6.16,6.27
2007-06-01 00:00:00,6.22,6.27
2007-06-04 00:00:00,6.12,6.27
2007-06-05 00:00:00,6.14,6.27
2007-06-06 00:00:00,6.08,6.27
2007-06-07 00:00:00,5.94,6.28
2007-06-08 00:00:00,6.22,6.28
2007-06-11 00:00:00,6.46,6.27
2007-06-12 00:00:00,6.34,6.27
2007-06-13 00:00:00,6.47,6.26
2007-06-14 00:00:00,6.65,6.28
2007-06-15 00:00:00,6.66,6.27
2007-06-18 00:00:00,6.55,6.24
2007-06-19 00:00:00,6.51,6.24
2007-06-20 00:00:00,6.46,6.22
2007-06-21 00:00:00,6.47,6.23
2007-06-22 00:00:00,6.39,6.21
2007-06-25 00:00:00,6.31,6.18
2007-06-26 00:00:00,6.32,6.17
2007-06-27 00:00:00,6.36,6.16
2007-06-28 00:00:00,6.43,6.16
2007-06-29 00:00:00,6.3,6.15
2007-07-02 00:00:00,6.38,6.12
2007-07-03 00:00:00,6.39,6.12
2007-07-05 00:00:00,6.27,6.11
2007-07-06 00:00:00,6.57,6.1
2007-07-09 00:00:00,6.78,6.09
2007-07-10 00:00:00,6.6,6.09
2007-07-11 00:00:00,6.46,6.08
2007-07-12 00:00:00,6.5,6.09
2007-07-13 00:00:00,6.49,6.08
2007-07-16 00:00:00,6.52,6.07
2007-07-17 00:00:00,6.62,6.07
2007-07-18 00:00:00,6.58,6.06
2007-07-19 00:00:00,6.81,6.07
2007-07-20 00:00:00,6.71,6.05
2007-07-23 00:00:00,6.71,6.03
2007-07-24 00:00:00,6.51,6.02
2007-07-25 00:00:00,6.51,6.01
2007-07-26 00:00:00,6.36,6.01
2007-07-27 00:00:00,6.31,6.0
2007-07-30 00:00:00,6.34,5.96
2007-07-31 00:00:00,6.2,5.95
2007-08-01 00:00:00,6.15,5.94
2007-08-02 00:00:00,6.18,5.94
2007-08-03 00:00:00,5.99,5.92
2007-08-06 00:00:00,6.03,5.89
2007-08-07 00:00:00,6.07,5.88
2007-08-08 00:00:00,6.41,5.87
2007-08-09 00:00:00,6.16,5.87
2007-08-10 00:00:00,6.12,5.86
2007-08-13 00:00:00,6.19,5.84
2007-08-14 00:00:00,6.02,5.84
2007-08-15 00:00:00,5.84,5.83
2007-08-16 00:00:00,5.72,5.84
2007-08-17 00:00:00,5.89,5.83
2007-08-20 00:00:00,5.83,5.83
2007-08-21 00:00:00,5.56,5.83
2007-08-22 00:00:00,5.75,5.83
2007-08-23 00:00:00,5.75,5.84
2007-08-24 00:00:00,5.88,5.84
2007-08-27 00:00:00,5.83,5.84
2007-08-28 00:00:00,5.64,5.84
2007-08-29 00:00:00,5.88,5.84
2007-08-30 00:00:00,5.8,5.85
2007-08-31 00:00:00,5.96,5.85
2007-09-04 00:00:00,6.08,5.85
2007-09-05 00:00:00,5.99,5.84
2007-09-06 00:00:00,6.13,5.85
2007-09-07 00:00:00,5.97,5.84
2007-09-10 00:00:00,5.86,5.82
2007-09-11 00:00:00,5.84,5.82
2007-09-12 00:00:00,5.88,5.81
2007-09-13 00:00:00,5.95,5.81
2007-09-14 00:00:00,5.9,5.8
2007-09-17 00:00:00,5.87,5.77
2007-09-18 00:00:00,6.19,5.76
2007-09-19 00:00:00,6.16,5.75
2007-09-20 00:00:00,5.88,5.75
2007-09-21 00:00:00,5.83,5.74
2007-09-24 00:00:00,5.75,5.7
2007-09-25 00:00:00,5.78,5.7
2007-09-26 00:00:00,5.91,5.68
2007-09-27 00:00:00,6.07,5.69
2007-09-28 00:00:00,6.05,5.67
2007-10-01 00:00:00,6.32,5.65
2007-10-02 00:00:00,6.36,5.65
2007-10-03 00:00:00,6.33,5.64
2007-10-04 00:00:00,6.38,5.65
2007-10-05 00:00:00,6.55,5.64
2007-10-08 00:00:00,6.56,5.63
2007-10-09 00:00:00,6.75,5.64
2007-10-10 00:00:00,6.91,5.63
2007-10-11 00:00:00,6.47,5.65
2007-10-12 00:00:00,6.46,5.65
2007-10-15 00:00:00,6.3,5.65
2007-10-16 00:00:00,5.93,5.66
2007-10-17 00:00:00,6.17,5.66
2007-10-18 00:00:00,6.19,5.67
2007-10-19 00:00:00,6.09,5.67
2007-10-22 00:00:00,6.21,5.68
2007-10-23 00:00:00,6.31,5.68
2007-10-24 00:00:00,6.05,5.67
2007-10-25 00:00:00,6.07,5.69
2007-10-26 00:00:00,6.15,5.68
2007-10-29 00:00:00,6.37,5.67
2007-10-30 00:00:00,6.32,5.66
2007-10-31 00:00:00,6.37,5.65
2007-11-01 00:00:00,6.24,5.66
2007-11-02 00:00:00,6.33,5.64
2007-11-05 00:00:00,6.1,5.62
2007-11-06 00:00:00,5.68,5.61
2007-11-07 00:00:00,5.62,5.59
2007-11-08 00:00:00,5.3,5.6
2007-11-09 00:00:00,5.25,5.58
2007-11-12 00:00:00,5.01,5.56
2007-11-13 00:00:00,5.36,5.55
2007-11-14 00:00:00,5.28,5.54
2007-11-15 00:00:00,5.16,5.55
2007-11-16 00:00:00,5.27,5.54
2007-11-19 00:00:00,5.14,5.53
2007-11-20 00:00:00,5.02,5.53
2007-11-21 00:00:00,4.83,5.53
2007-11-23 00:00:00,4.89,5.54
2007-11-26 00:00:00,4.83,5.55
2007-11-27 00:00:00,4.96,5.55
2007-11-28 00:00:00,5.19,5.55
2007-11-29 00:00:00,5.16,5.57
2007-11-30 00:00:00,5.27,5.57
2007-12-03 00:00:00,5.21,5.57
2007-12-04 00:00:00,5.22,5.58
2007-12-05 00:00:00,5.37,5.57
2007-12-06 00:00:00,5.42,5.58
2007-12-07 00:00:00,5.6,5.58
2007-12-10 00:00:00,5.7,5.57
2007-12-11 00:00:00,5.47,5.57
2007-12-12 00:00:00,5.5,5.56
2007-12-13 00:00:00,5.36,5.57
2007-12-14 00:00:00,5.32,5.56
2007-12-17 00:00:00,5.13,5.55
2007-12-18 00:00:00,5.25,5.54
2007-12-19 00:00:00,5.26,5.54
2007-12-20 00:00:00,5.55,5.55
2007-12-21 00:00:00,5.64,5.54
2007-12-24 00:00:00,5.79,5.54
2007-12-26 00:00:00,5.83,5.53
2007-12-27 00:00:00,5.7,5.55
2007-12-28 00:00:00,5.69,5.54
2007-12-31 00:00:00,5.67,5.55
2008-01-02 00:00:00,5.55,5.55
2008-01-03 00:00:00,5.49,5.57
2008-01-04 00:00:00,5.26,5.56
2008-01-07 00:00:00,5.37,5.57
2008-01-08 00:00:00,5.25,5.57
2008-01-09 00:00:00,5.36,5.56
2008-01-10 00:00:00,5.36,5.57
2008-01-11 00:00:00,5.02,5.56
2008-01-14 00:00:00,5.04,5.55
2008-01-15 00:00:00,4.89,5.54
2008-01-16 00:00:00,4.83,5.53
2008-01-17 00:00:00,4.83,5.53
2008-01-18 00:00:00,4.75,5.52
2008-01-22 00:00:00,4.74,5.48
2008-01-23 00:00:00,4.85,5.47
2008-01-24 00:00:00,4.92,5.48
2008-01-25 00:00:00,4.91,5.46
2008-01-28 00:00:00,4.96,5.45
2008-01-29 00:00:00,5.03,5.44
2008-01-30 00:00:00,4.99,5.44
2008-01-31 00:00:00,5.18,5.45
2008-02-01 00:00:00,5.44,5.45
2008-02-04 00:00:00,5.34,5.45
2008-02-05 00:00:00,4.98,5.45
2008-02-06 00:00:00,4.98,5.45
2008-02-07 00:00:00,4.99,5.47
2008-02-08 00:00:00,5.21,5.47
2008-02-11 00:00:00,5.16,5.48
2008-02-12 00:00:00,5.23,5.48
2008-02-13 00:00:00,5.26,5.48
2008-02-14 00:00:00,5.19,5.49
2008-02-15 00:00:00,5.14,5.49
2008-02-19 00:00:00,5.13,5.47
2008-02-20 00:00:00,5.16,5.45
2008-02-21 00:00:00,5.21,5.46
2008-02-22 00:00:00,5.19,5.44
2008-02-25 00:00:00,5.27,5.39
2008-02-26 00:00:00,5.3,5.37
2008-02-27 00:00:00,5.25,5.35
2008-02-28 00:00:00,5.11,5.34
2008-02-29 00:00:00,4.86,5.32
2008-03-03 00:00:00,4.78,5.26
2008-03-04 00:00:00,4.68,5.24
2008-03-05 00:00:00,4.77,5.22
2008-03-06 00:00:00,4.63,5.21
2008-03-07 00:00:00,4.49,5.19
2008-03-10 00:00:00,4.35,5.15
2008-03-11 00:00:00,4.58,5.14
2008-03-12 00:00:00,4.42,5.13
2008-03-13 00:00:00,4.37,5.13
2008-03-14 00:00:00,4.24,5.12
2008-03-17 00:00:00,4.13,5.1
2008-03-18 00:00:00,4.31,5.09
2008-03-19 00:00:00,4.17,5.08
2008-03-20 00:00:00,4.24,5.09
2008-03-24 00:00:00,4.54,5.07
2008-03-25 00:00:00,4.68,5.06
2008-03-26 00:00:00,4.63,5.05
2008-03-27 00:00:00,4.54,5.05
2008-03-28 00:00:00,4.54,5.03
2008-03-31 00:00:00,4.47,4.99
2008-04-01 00:00:00,4.68,4.98
2008-04-02 00:00:00,4.65,4.95
2008-04-03 00:00:00,4.68,4.95
2008-04-04 00:00:00,4.61,4.92
2008-04-07 00:00:00,4.62,4.86
2008-04-08 00:00:00,4.57,4.84
2008-04-09 00:00:00,4.5,4.81
2008-04-10 00:00:00,4.53,4.8
2008-04-11 00:00:00,4.48,4.77
2008-04-14 00:00:00,4.57,4.71
2008-04-15 00:00:00,4.96,4.69
2008-04-16 00:00:00,5.11,4.66
2008-04-17 00:00:00,5.13,4.66
2008-04-18 00:00:00,5.39,4.64
2008-04-21 00:00:00,5.34,4.59
2008-04-22 00:00:00,5.17,4.58
2008-04-23 00:00:00,5.27,4.56
2008-04-24 00:00:00,5.39,4.56
2008-04-25 00:00:00,5.39,4.55
2008-04-28 00:00:00,5.29,4.52
2008-04-29 00:00:00,5.49,4.51
2008-04-30 00:00:00,5.46,4.5
2008-05-01 00:00:00,5.53,4.5
2008-05-02 00:00:00,5.62,4.49
2008-05-05 00:00:00,5.55,4.47
2008-05-06 00:00:00,5.72,4.46
2008-05-07 00:00:00,5.41,4.45
2008-05-08 00:00:00,5.35,4.45
2008-05-09 00:00:00,5.36,4.44
2008-05-12 00:00:00,5.45,4.41
2008-05-13 00:00:00,5.38,4.4
2008-05-14 00:00:00,5.54,4.39
2008-05-15 00:00:00,5.82,4.39
2008-05-16 00:00:00,5.75,4.37
2008-05-19 00:00:00,5.69,4.35
2008-05-20 00:00:00,5.54,4.34
2008-05-21 00:00:00,5.49,4.33
2008-05-22 00:00:00,5.53,4.34
2008-05-23 00:00:00,5.39,4.33
2008-05-27 00:00:00,5.49,4.31
2008-05-28 00:00:00,5.55,4.31
2008-05-29 00:00:00,5.67,4.32
2008-05-30 00:00:00,6.14,4.31
2008-06-02 00:00:00,5.97,4.31
2008-06-03 00:00:00,5.85,4.31
2008-06-04 00:00:00,5.84,4.31
2008-06-05 00:00:00,6.17,4.32
2008-06-06 00:00:00,5.93,4.32
2008-06-09 00:00:00,5.86,4.32
2008-06-10 00:00:00,5.72,4.32
2008-06-11 00:00:00,5.61,4.31
2008-06-12 00:00:00,5.8,4.32
2008-06-13 00:00:00,5.91,4.31
2008-06-16 00:00:00,5.89,4.3
2008-06-17 00:00:00,5.84,4.3
2008-06-18 00:00:00,5.68,4.29
2008-06-19 00:00:00,5.8,4.29
2008-06-20 00:00:00,5.54,4.28
2008-06-23 00:00:00,5.62,4.26
2008-06-24 00:00:00,5.49,4.25
2008-06-25 00:00:00,5.54,4.24
2008-06-26 00:00:00,5.33,4.25
2008-06-27 00:00:00,5.38,4.24
2008-06-30 00:00:00,5.43,4.22
2008-07-01 00:00:00,5.43,4.21
2008-07-02 00:00:00,5.45,4.2
2008-07-03 00:00:00,5.32,4.21
2008-07-07 00:00:00,5.34,4.19
2008-07-08 00:00:00,5.38,4.19
2008-07-09 00:00:00,5.48,4.18
2008-07-10 00:00:00,5.5,4.19
2008-07-11 00:00:00,4.77,4.19
2008-07-14 00:00:00,4.64,4.18
2008-07-15 00:00:00,4.63,4.18
2008-07-16 00:00:00,4.89,4.17
2008-07-17 00:00:00,4.97,4.18
2008-07-18 00:00:00,4.8,4.17
2008-07-21 00:00:00,4.68,4.16
2008-07-22 00:00:00,4.91,4.15
2008-07-23 00:00:00,5.0,4.14
2008-07-24 00:00:00,4.73,4.15
2008-07-25 00:00:00,4.79,4.14
2008-07-28 00:00:00,4.72,4.11
2008-07-29 00:00:00,4.92,4.11
2008-07-30 00:00:00,4.89,4.09
2008-07-31 00:00:00,4.92,4.1
2008-08-01 00:00:00,5.06,4.08
2008-08-04 00:00:00,4.95,4.06
2008-08-05 00:00:00,5.09,4.05
2008-08-06 00:00:00,5.24,4.04
2008-08-07 00:00:00,5.11,4.05
2008-08-08 00:00:00,5.19,4.04
2008-08-11 00:00:00,5.17,4.02
2008-08-12 00:00:00,5.0,4.02
2008-08-13 00:00:00,5.04,4.01
2008-08-14 00:00:00,5.28,4.02
2008-08-15 00:00:00,5.3,4.02
2008-08-18 00:00:00,5.21,4.01
2008-08-19 00:00:00,5.1,4.01
2008-08-20 00:00:00,5.08,4.01
2008-08-21 00:00:00,5.03,4.02
2008-08-22 00:00:00,5.2,4.02
2008-08-25 00:00:00,4.99,4.02
2008-08-26 00:00:00,5.07,4.02
2008-08-27 00:00:00,5.15,4.01
2008-08-28 00:00:00,5.18,4.03
2008-08-29 00:00:00,5.16,4.02
2008-09-02 00:00:00,5.14,4.02
2008-09-03 00:00:00,5.08,4.02
2008-09-04 00:00:00,4.94,4.03
2008-09-05 00:00:00,4.92,4.02
2008-09-08 00:00:00,4.93,4.01
2008-09-09 00:00:00,4.81,4.01
2008-09-10 00:00:00,4.9,4.0
2008-09-11 00:00:00,4.65,4.0
2008-09-12 00:00:00,4.66,4.0
2008-09-15 00:00:00,4.35,3.98
2008-09-16 00:00:00,4.55,3.97
2008-09-17 00:00:00,4.29,3.96
2008-09-18 00:00:00,4.36,3.96
2008-09-19 00:00:00,4.81,3.95
2008-09-22 00:00:00,4.62,3.93
2008-09-23 00:00:00,4.4,3.93
2008-09-24 00:00:00,4.21,3.92
2008-09-25 00:00:00,4.28,3.92
2008-09-26 00:00:00,4.2,3.91
2008-09-29 00:00:00,3.67,3.89
2008-09-30 00:00:00,4.16,3.89
2008-10-01 00:00:00,4.05,3.89
2008-10-02 00:00:00,3.82,3.9
2008-10-03 00:00:00,3.7,3.9
2008-10-06 00:00:00,3.48,3.92
2008-10-07 00:00:00,3.32,3.92
2008-10-08 00:00:00,3.19,3.92
2008-10-09 00:00:00,3.13,3.94
2008-10-10 00:00:00,2.99,3.94
2008-10-13 00:00:00,3.69,3.96
2008-10-14 00:00:00,3.52,3.97
2008-10-15 00:00:00,3.13,3.98
2008-10-16 00:00:00,3.31,4.0
